Have,Generation,Allegiance,Year,Country/Region,Type,Name,Description,Repainted,Remolded
,Beast Machines,M,2000,USA,Supreme,Cheetor,Yellow/Green/Red Cheetah,No,No
,Beast Machines,D,2002,USA,Ultra,Cyclonus,Purple/Grey Jet,Yes,No
,Beast Machines,V,2000,USA,Ultra,Jetstorm,Blue/Red/Grey Futuristic Jet,No,No
,Beast Machines,M,2000,USA,Ultra,Nightscream,Blue/Brown/Yellow Bat,No,No
,Beast Machines,M,2000,Japan,Ultra,Primal Prime,Reb/Blue/Silver/White Futuristic Ground Assault Vehicle/Hypersonic Jet/Gorilla,Yes,No
,Beast Machines,M,2000,USA,Ultra,Primal Prime,Reb/Blue/Silver/White Futuristic Ground Assault Vehicle/Hypersonic Jet/Gorilla,Yes,No
,Beast Machines,M,2000,USA,Ultra Dinobots,T-Wrecks,Red/Grey/Blue Tyrannosaurus,Yes,No
,Beast Wars,C,1998,Japan,Basic,Airazor,Brown/Yellow Falcon,Yes,No
,Beast Wars,M,1997,USA,Basic,Airazor,Brown/Yellow Falcon,No,No
,Beast Wars,M,1998,USA,Basic,Airazor (Repaint),Dark Brown/Yellow Falcon,Yes,No
,Beast Wars,C,1997,Japan,Basic,Armor,Orange/Silver Armadillo,Yes,No
,Beast Wars,M,1996,USA,Basic,Armordillo,Orange/Silver Armadillo,No,No
,Beast Wars,M,1997,USA,Basic,Claw Jaw,Red/Purple Squid,No,No
,Beast Wars,C,1997,Japan,Basic,Convoy Bat,Light Blue Bat,Yes,No
,Beast Wars,C,1997,Japan,Basic,Convoy Bat (Red),Red Bat,Yes,No
,Beast Wars,P,1997,USA,Basic,Drill Bit,Brown/Purple Boll Weevil,No,No
,Beast Wars,P,1997,USA,Basic,Fractyl,Green/Gold/Grey Pterodactyl,Yes,No
,Beast Wars,P,1995,USA,Basic,Iguanus,Brown/Yellow Frillnecked Lizard,No,No
,Beast Wars,P,1996,USA,Basic,Insecticon,Blue/Green Beetle,No,No
,Beast Wars,P,1997,Japan,Basic,Kuwagaiger,Blue/Green Beetle,Yes,No
,Beast Wars,P,1997,USA,Basic,Lazorbeak,Purple/Red Pterodactyl,Yes,No
,Beast Wars,P,1997,Japan,Basic,Megatron,Green Crocodile,Yes,No
,Beast Wars,P,1995,USA,Basic,Megatron,Green Crocodile,No,No
,Beast Wars,P,1997,Japan,Basic,Megatron (Purple),Purple Crocodile,Yes,No
,Beast Wars,P,1996,USA,Basic,Onyx Primal,Black/Gold Bat,Yes,No
,Beast Wars,M,1995,USA,Basic,Optimus Primal,Light Blue Bat,No,No
,Beast Wars,M,1997,USA,Basic,Packrat,Blue/Grey Rat,Yes,No
,Beast Wars,P,1997,USA,Basic,Powerpinch,Dark Green/Orange Earwig,No,No
,Beast Wars,C,1997,Japan,Basic,Rattle,Grey/Brown Rat,Yes,No
,Beast Wars,C,1997,Japan,Basic,Rattle (Gold),,Yes,No
,Beast Wars,M,1995,USA,Basic,Rattrap,Grey/Brown Rat,No,No
,Beast Wars,M,1995,USA,Basic,Razorbeast,Red/White/Black Boar,No,No
,Beast Wars,P,1997,USA,Basic,Razorclaw,Orange/Blue Crab,No,No
,Beast Wars,P,1998,USA,Basic,Razorclaw (Repaint),Purple/Neon Orange Crab,Yes,No
,Beast Wars,P,1997,Japan,Basic,Snapper,Olive/Yellow Snapping Turtle,Yes,No
,Beast Wars,P,1996,USA,Basic,Snapper,Olive/Yellow Snapping Turtle,No,No
,Beast Wars,M,1997,USA,Basic,Snarl,Tan/Grey Tasmanian Devil,No,No
,Beast Wars,P,1997,USA,Basic,Spittor,Blue/Orange Frog,No,No
,Beast Wars,P,1995,USA,Basic,Terrorsaur,Red/Black Pterodactyl,No,No
,Beast Wars,P,1997,Japan,Basic,Terrorzaurer,Red/Black Pterodactyl,Yes,No
,Beast Wars,P,1998,USA,Basic,Vicegrip,Blue/Grey Earwig,Yes,No
,Beast Wars,M,1998,USA,Basic Fuzor,Airhammer,Blue/Tan/White Hawk/Shark,No,No
,Beast Wars,M,1998,USA,Basic Fuzor,Bantor,Orange/Red/Blue Baboon/Tiger,No,No
,Beast Wars,D,2005,USA,Basic Fuzor,Buzzclaw,,Yes,No
,Beast Wars,P,1998,USA,Basic Fuzor,Buzzclaw,Orange/Green Lizard/Praying Mantis,No,No
,Beast Wars,D,2005,USA,Basic Fuzor,Dirge,,Yes,No
,Beast Wars,M,1998,USA,Basic Fuzor,Noctorro,Bronze/Black Bat/Brahma Bull,No,No
,Beast Wars,P,1998,USA,Basic Fuzor,Quickstrike,Brown/Orange/Yellow Scorpion/Cobra,No,No
,Beast Wars,P,1998,USA,Basic Fuzor,Terrorgator,Bronze/Green Turtle/Alligator,No,No
,Beast Wars,D,2005,USA,Basic Fuzor,Virulent Clone,,Yes,No
,Beast Wars,M,1999,USA,Basic Transmetal 2,Nightglider,Orange/Grey/Blue Flying Squirrel,No,No
,Beast Wars,M,1999,USA,Basic Transmetal 2,Optimus Minor,Black/Gold/Red Chimp,No,No
,Beast Wars,P,1998,USA,Basic Transmetal 2,Scarem,Green/Blue Scarab Beetle,No,No
,Beast Wars,M,1999,USA,Basic Transmetal 2,Sonar,Silver/Blue Bat,No,No
,Beast Wars,P,1999,USA,Basic Transmetal 2,Spittor,Blue/Purple/Green Frog,No,No
,Beast Wars,M,1999,USA,Basic Transmetal 2,Stinkbomb,Black/White/Yellow/Gold Skunk,No,No
,Beast Wars,M,2000,USA,Checker's/Rally's,Rhinox,,No,No
,Beast Wars,M,1997,USA,Combiner Magnaboss,Ironhide,Red/Grey Elephant,No,No
,Beast Wars,M,1997,USA,Combiner Magnaboss,Prowl,Yellow/Brown Lion,No,No
,Beast Wars,M,1997,USA,Combiner Magnaboss,Silverbolt,Bronze/White Eagle,No,No
,Beast Wars,P,1997,USA,Combiner Tripredacus,Cicadacon,Purple/Green/White Cicada,No,No
,Beast Wars,P,1997,USA,Combiner Tripredacus,Ram Horn,Purple/Grey/Red Rhinocerous Beetle,No,No
,Beast Wars,P,1997,USA,Combiner Tripredacus,Sea Clamp,Purple/Black Lobster,No,No
,Beast Wars,P,1997,Japan,Deluxe,Black Widow,Black/Orange Black Widow Spider,Yes,No
,Beast Wars,P,1996,USA,Deluxe,Blackarchania,,Yes,No
,Beast Wars,M,1997,USA,Deluxe,Bonecrusher,White/Grey Bison,No,No
,Beast Wars,P,1998,Japan,Deluxe,Buzz Saw,Yellow/Black/Green/Purple Bee,Yes,No
,Beast Wars,P,1996,USA,Deluxe,Buzz Saw,Yellow/Black/Green/Purple Bee,Yes,No
,Beast Wars,M,1995,USA,Deluxe,Cheetor,Yellow/Blue Cheetah,No,No
,Beast Wars,M,1999,USA,Deluxe,Cheetor (Fox Kids Repaint),Yellow/Tan Cheetah,Yes,No
,Beast Wars,C,1997,Japan,Deluxe,Cheetus,Yellow/Blue Cheetah,Yes,No
,Beast Wars,C,1997,Japan,Deluxe,Cheetus (Gold),Gold Cheetah,Yes,No
,Beast Wars,C,1998,Japan,Deluxe,Cybershark,Green/Violet/Yellow Shark,Yes,No
,Beast Wars,M,1997,USA,Deluxe,Cybershark,Green/Violet/Yellow Shark,No,No
,Beast Wars,C,1997,Japan,Deluxe,Dinobot,Tan/Orange Velociraptor,Yes,No
,Beast Wars,M,1995,USA,Deluxe,Dinobot,Tan/Orange Velociraptor,No,No
,Beast Wars,M,1999,USA,Deluxe,Dinobot (Fox Kids Repaint),Pink/Brown Velociraptor,Yes,No
,Beast Wars,C,1997,Japan,Deluxe,Dinobot (Gold),Gold Velociraptor,Yes,No
,Beast Wars,M,1997,USA,Deluxe,Grimlock,White/Black/Orange Velociraptor,Yes,No
,Beast Wars,C,1997,Japan,Deluxe,Howlinger,Grey/Light Blue Wolf,No,No
,Beast Wars,P,1997,USA,Deluxe,Jetstorm,Red/Black/Yellow Dragonfly,No,No
,Beast Wars,M,1997,USA,Deluxe,K-9,Brown/Black Dog,Yes,Yes
,Beast Wars,P,1997,USA,Deluxe,Manterror,Lime Green/Red/Purple Praying Mantis,No,No
,Beast Wars,P,1997,USA,Deluxe,Retrax,Green Pillbug,No,No
,Beast Wars,C,1997,Japan,Deluxe,Rhinox,Tan/Green Rhino,Yes,No
,Beast Wars,M,1996,USA,Deluxe,Rhinox,Tan/Green Rhino,No,No
,Beast Wars,M,1999,USA,Deluxe,Rhinox (Fox Kids Repaint),Brown/Light Blue Rhino,Yes,No
,Beast Wars,C,1997,Japan,Deluxe,Rhinox (Gold),Gold Rhino,Yes,No
,Beast Wars,D,1997,Japan,Deluxe,Shadow Panther,Black Panther,Yes,No
,Beast Wars,P,1997,Japan,Deluxe,Taransu,Purple/Black/Silver Tarantula,Yes,No
,Beast Wars,P,1995,USA,Deluxe,Tarantulas,Purple/Black/Silver Tarantula,No,No
,Beast Wars,C,1997,Japan,Deluxe,Tigatron,Cream/Teal/Silver Tiger,Yes,No
,Beast Wars,M,1996,USA,Deluxe,Tigatron,Cream/Teal/Silver Tiger,Yes,No
,Beast Wars,P,1997,Japan,Deluxe,Waspeetor,Green/Yellow Wasp,Yes,No
,Beast Wars,P,1995,USA,Deluxe,Waspinator,Green/Yellow Wasp,No,No
,Beast Wars,P,1999,USA,Deluxe,Waspinator (Fox Kids Repaint),Blue/Yellow/Black Wasp,Yes,No
,Beast Wars,P,1999,USA,Deluxe,Windrazor,White/Red Wolf/Falcon,Yes,No
,Beast Wars,M,1996,USA,Deluxe,Wolfang,Grey/Light Blue Wolf,No,No
,Beast Wars,P,1998,USA,Deluxe Fuzor,Injector,Yellow/Black/Brown Hornet/Lion Fish,No,No
,Beast Wars,M,1998,USA,Deluxe Fuzor,Silverbolt,Grey/Copper Wolf/Falcon,No,No
,Beast Wars,P,1998,USA,Deluxe Fuzor,Sky Shadow,Green/Purple/Orange Dragonfly/Lizard,No,No
,Beast Wars,M,1998,USA,Deluxe Fuzor,Torca,Aqua/Bronze Elephant/Killer Whale,No,No
,Beast Wars,M,2000,USA,Deluxe Mutants,Icebird,White/Red Polar Bear/Owl,No,No
,Beast Wars,M,2000,USA,Deluxe Mutants,Poisonbite,Red/Yellow/Black Barracuda/Scorpion,No,No
,Beast Wars,M,2000,USA,Deluxe Mutants,Razorclaw,Green/Grey Velociraptor/Wolverine,No,No
,Beast Wars,M,2000,USA,Deluxe Mutants,Soundwave,Yellow/Olive/Green Bat/Alligator,No,No
,Beast Wars,M,1998,USA,Deluxe Transmetal,Airazor,White/Silver/Yellow Falcon,No,No
,Beast Wars,M,2000,USA,Deluxe Transmetal,Airazor (Fox Kids Repaint),Brown/Blue Falcon,Yes,No
,Beast Wars,M,1998,USA,Deluxe Transmetal,Cheetor,Bronze/Chrome Cheetah,No,No
,Beast Wars,M,1999,USA,Deluxe Transmetal,Cheetor (Fox Kids Repaint),Gold/Red/Grey Cheetah,Yes,No
,Beast Wars,M,1998,USA,Deluxe Transmetal,Rattrap,Chrome Red/Brown/Grey Rat,No,No
,Beast Wars,M,2000,USA,Deluxe Transmetal,Rattrap (Fox Kids Repaint),Black/Grey/Orange Rat,Yes,No
,Beast Wars,M,1999,USA,Deluxe Transmetal,Rattrap (Walmart),Blue/Silver/Neon Green Rat,Yes,No
,Beast Wars,M,1998,USA,Deluxe Transmetal,Rhinox,Chrome Blue/Grey Rhinoceros,No,No
,Beast Wars,M,2000,USA,Deluxe Transmetal,Rhinox (Fox Kids Repaint),Blue/Grey Rhinoceros,Yes,No
,Beast Wars,P,1997,USA,Deluxe Transmetal,Tarantulas,Purple/Green/Gold/Silver Spider,No,No
,Beast Wars,P,1999,USA,Deluxe Transmetal,Tarantulas (Fox Kids Repaint),Grey/Black/Silver Spider,Yes,No
,Beast Wars,P,1998,USA,Deluxe Transmetal,Terrorsaur,Purple/Blue Pterodactyl,No,No
,Beast Wars,M,2001,USA,Deluxe Transmetal,Tigatron,White/Silver Snow Tiger,Yes,Yes
,Beast Wars,P,1998,USA,Deluxe Transmetal,Waspinator,Red/Yellow/Black Wasp,No,No
,Beast Wars,P,2000,USA,Deluxe Transmetal,Waspinator (Fox Kids Repaint),Yellow/Copper/Black/Green Wasp,Yes,No
,Beast Wars,M,1998,USA,Deluxe Transmetal 2,Cheetor,Yellow/Brown Cheetah,No,No
,Beast Wars,P,1998,USA,Deluxe Transmetal 2,Dinobot,White/Red/Blue Velociraptor Skeleton,No,No
,Beast Wars,P,1999,USA,Deluxe Transmetal 2,Dinobot (Repaint),White/Blue Velociraptor Skeleton,Yes,No
,Beast Wars,P,1999,USA,Deluxe Transmetal 2,Iguanus,Orange/Blue Lizard,No,No
,Beast Wars,M,1999,USA,Deluxe Transmetal 2,Jawbreaker,Light Blue/Black/Orange Hyena,No,No
,Beast Wars,M,1999,USA,Deluxe Transmetal 2,Prowl,Grey/Orange/Blue Owl,No,No
,Beast Wars,M,1999,USA,Deluxe Transmetal 2,Prowl (Repaint),Black/Red/Blue Owl,Yes,No
,Beast Wars,M,1998,USA,Deluxe Transmetal 2,Ramulus,White/Red/Silver Ramhorn Sheep,No,No
,Beast Wars,P,1999,USA,Deluxe Transmetal 2,Scourge,Red/Black/Purple/Gold/Green Locust,No,No
,Beast Wars,P,2001,USA,Deluxe Transmetal 2,Tripredacus Agent,Black/Gold/Silver Cheetah,Yes,No
,Beast Wars,P,1996,USA,McDonald's,Beetle,Maroon/Grey Beetle,No,No
,Beast Wars,M,1996,USA,McDonald's,Lion,Yellow Lion,No,No
,Beast Wars,P,1996,USA,McDonald's,Manta Ray,Blue/Beige Mantatee,No,No
,Beast Wars,M,1996,USA,McDonald's,Panther,Black Panther,No,No
,Beast Wars,M,1996,USA,McDonald's,Rhino,Grey Rhinocerus,No,No
,Beast Wars,P,1998,USA,McDonald's Transmetal,Blackarachnia,Orange/Purple/Blue Spider,No,No
,Beast Wars,M,1998,USA,McDonald's Transmetal,Dinobot,Blue/Gold/Green Raptor,No,No
,Beast Wars,P,1998,USA,McDonald's Transmetal,Scorponok,Gold/Red/Grey Scorpion,No,No
,Beast Wars,P,1998,USA,Mega,Antagony,Black Ant,Yes,No
,Beast Wars,C,1998,Japan,Mega,Barbearian,Dark Brown/Yellow Bear,Yes,No
,Beast Wars,M,1997,USA,Mega,B'Boom,Blue/White/Gold Baboon/Gun Platform,No,No
,Beast Wars,P,1998,Japan,Mega,Double Punch,Red/Orange Scorpion,Yes,No
,Beast Wars,P,1998,Japan,Mega,Inferno,Red Fire Ant,Yes,No
,Beast Wars,P,1996,USA,Mega,Inferno,Red Fire Ant,No,No
,Beast Wars,M,1996,USA,Mega,Polar Claw,Red/White/Black Polar Bear,No,No
,Beast Wars,M,1999,USA,Mega,Sandstorm,Orange/Tan Scorpion,Yes,No
,Beast Wars,P,1996,USA,Mega,Scorponok,Black/Red/Translucent Blue Scorpion,No,No
,Beast Wars,P,1997,Japan,Mega,Scorpos,Black/Red/Translucent Blue Scorpion,Yes,No
,Beast Wars,P,1997,USA,Mega,Transquito,Purple/Brown/Yellow Mosquito/Battle Station,No,No
,Beast Wars,C,1997,Japan,Mega,White Claw,Red/White/Black Polar Bear,Yes,No
,Beast Wars,M,2000,USA,Mega Transmetal,Apelinq,Silver/Grey/Red Gorilla,Yes,No
,Beast Wars,P,1997,USA,Mega Transmetal,Megatron,Purple/Chrome/Bronze Tyrannosaurus Rex,No,No
,Beast Wars,M,1998,USA,Mega Transmetal,Optimus Primal,Bronze/Chrome/Blue Gorilla,No,No
,Beast Wars,P,1998,USA,Mega Transmetal,Scavenger,Red/Orange/Grey Fire Ant,No,No
,Beast Wars,A,2001,USA,Mega Transmetal 2,Arcee,White/Pink Spider,Yes,No
,Beast Wars,A,2001,USA,Mega Transmetal 2,Arcee (With Voice Chip),White/Pink Spider,Yes,No
,Beast Wars,M,1999,USA,Mega Transmetal 2,Blackarachnia,Black/Purple/Blue/Yellow Spider,No,No
,Beast Wars,M,1999,USA,Mega Transmetal 2,Cybershark,Gray/Green/Turquoise Shark,No,No
,Beast Wars,P,1997,USA,Microverse,Arachnid,,No,No
,Beast Wars,M,1997,USA,Microverse,Orochanoch,,No,No
,Beast Wars,C,1997,Japan,Ultra,Convoy,Black Gorilla,Yes,No
,Beast Wars,C,1997,Japan,Ultra,Convoy (Blue),Blue Gorilla,Yes,No
,Beast Wars,C,1997,Japan,Ultra,Convoy (Burning),,Yes,No
,Beast Wars,C,1997,Japan,Ultra,Convoy (Clear),Clear Gorilla,Yes,No
,Beast Wars,C,1997,Japan,Ultra,Convoy (Gold),Gold Gorilla,Yes,No
,Beast Wars,C,1997,Japan,Ultra,Convoy (Grey),Grey Gorilla,Yes,No
,Beast Wars,C,1997,Japan,Ultra,Convoy (Red),Red Gorilla,Yes,No
,Beast Wars,P,1997,Japan,Ultra,Megatron,Purple Tyrannosaurus,Yes,No
,Beast Wars,P,1996,USA,Ultra,Megatron,Purple Tyrannosaurus,No,No
,Beast Wars,P,1997,Japan,Ultra,Megatron (Gold),Gold Tyrannosaurus,Yes,No
,Beast Wars,M,1996,USA,Ultra,Optimus Primal,Grey Gorilla,Yes,No
,Beast Wars,M,1998,USA,Ultra Transmetal,Depth Charge,Chrome/Grey/Violet/Light Blue Manta Ray,No,No
,Beast Wars,M,1998,USA,Ultra Transmetal,Optimal Optimus,Orange/Grey/Blue/Purple Futuristic Ground Assault Vehicle/Hypersonic Jet/Gorilla,No,No
,Beast Wars,P,1998,USA,Ultra Transmetal,Rampage,Orange/Red/Blue/Grey Killer Crab/Tank,No,No
,Beast Wars,P,2000,USA,Ultra Transmetal,Shokaract,Bronze/Blue/Aqua Killer Crab,Yes,No
,Beast Wars,P,1999,USA,Ultra Transmetal 2,Megatron,Red/Orange/Yellow Dragon,No,No
,Beast Wars,M,1999,USA,Ultra Transmetal 2,Tigerhawk,White/Green/Purple Hawk/Tiger,No,No
,Beast Wars II,D,1998,Japan,Autoroller,Autocrusher,Yellow Payloader,Yes,No
,Beast Wars II,D,1998,Japan,Autoroller,Autojetter,Jet - F-18 Hornet - Silver,No,No
,Beast Wars II,D,1998,Japan,Autoroller,Autolauncher,Red Armored Personnel Carrier,No,No
,Beast Wars II,D,1998,Japan,Autoroller,Autostinger,Lime Dump Truck,Yes,No
,Beast Wars II,D,1998,Japan,Basic,Dirge,Blue/Grey Dassault Rafael Jet,Yes,No
,Beast Wars II,C,1998,Japan,Basic,Moon,Yellow Robot Rabbit,No,No
,Beast Wars II,C,1998,Japan,Basic,Moon (White),White Robot Rabbit,Yes,No
,Beast Wars II,C,1998,Japan,Basic,Scuba,Red/Purple Squid,Yes,No
,Beast Wars II,C,1998,Japan,Basic,Scuba (White/Geen),,Yes,No
,Beast Wars II,C,1998,Japan,Basic,Tasmania Kid,Tan/Grey Tasmanian Devil,Yes,No
,Beast Wars II,C,1998,Japan,Basic,Tasmania Kid (Yellow/Blue),,Yes,No
,Beast Wars II,D,1998,Japan,Basic,Thrust,Yellow/Green/Black F-22 ATF Jet,Yes,No
,Beast Wars II,C,1998,Japan,Basic Insectrons,Drill Nuts,Brown/Purple Boll Weevil,Yes,No
,Beast Wars II,C,1998,Japan,Basic Insectrons,Scissorboy,Dark Green/Orange Earwig,Yes,No
,Beast Wars II,C,1998,Japan,Combiner Magnaboss,Lio Junior,Yellow/Brown Lion,Yes,No
,Beast Wars II,C,1998,Japan,Combiner Magnaboss,Sandton,Red/Grey Elephant,Yes,No
,Beast Wars II,C,1998,Japan,Combiner Magnaboss,Skywarp,Bronze/White Eagle,Yes,No
,Beast Wars II,C,1998,Japan,Combiner Tripredacus,D.J.,Green/Silver/Black Cicada,Yes,No
,Beast Wars II,C,1998,Japan,Combiner Tripredacus,Gimlet,Red/Aqua Lobster,Yes,No
,Beast Wars II,C,1998,Japan,Combiner Tripredacus,Motorarm,Black/Grey/Brown Rhinocerous Beetle,Yes,No
,Beast Wars II,C,1998,Japan,Deluxe,Bighorn,Red/Grey Bison,Yes,No
,Beast Wars II,C,1998,Japan,Deluxe,Bighorn (Blue),,Yes,No
,Beast Wars II,D,1998,Japan,Deluxe,Starscream,Silver/Purple/Black/Yellow Futuristic Jet,Yes,No
,Beast Wars II,D,1998,Japan,Deluxe Cyberbeasts,Dirgegun,Silver/Blue Cyborg Wasp,Yes,Yes
,Beast Wars II,D,1998,Japan,Deluxe Cyberbeasts,Hellscream,Silver/Grey Cyborg Shark,Yes,Yes
,Beast Wars II,D,1998,Japan,Deluxe Cyberbeasts,Max B,Silver/Blue Cyborg Wolf,Yes,Yes
,Beast Wars II,D,1998,Japan,Deluxe Cyberbeasts,Thrustol,Silver/Yellow Cyborg Velociraptor,Yes,Yes
,Beast Wars II,C,1998,Japan,Deluxe Insectrons,Mantis,Lime/Red/Blue Praying Mantis,Yes,No
,Beast Wars II,C,1998,Japan,Deluxe Insectrons,Powerhug,Silver/Red Pillbug,Yes,No
,Beast Wars II,C,1998,Japan,Deluxe Insectrons,Tonbot,Red Dragonfly,Yes,No
,Beast Wars II,C,1998,Japan,Mega,Apache,Blue/White/Gold Baboon/Gun Platform,Yes,No
,Beast Wars II,C,1998,Japan,Mega,Apache (Green),,Yes,No
,Beast Wars II,C,1998,Japan,Mega Insectrons,Bigmos,Green/Brown/Yellow Mosquito/Battle Station,Yes,No
,Beast Wars II,D,1998,Japan,Seacon,Coelagon,White/Gold/Silver Coelacanth,Yes,No
,Beast Wars II,D,1998,Japan,Seacon,Halfshell,Green/Pink/Purple/Black Sea Turtle,Yes,No
,Beast Wars II,D,1998,Japan,Seacon,Scylla,White/Gold/Silver Squid,Yes,No
,Beast Wars II,D,1998,Japan,Seacon,Sea Phantom,White/Gold/Silver Shark,Yes,No
,Beast Wars II,D,1998,Japan,Seacon,Terrormander,White/Gold/Silver Manta,Yes,No
,Beast Wars II,D,1998,Japan,Ultra,B.B.,Silver/Purple/Black/Yellow Stealth Bomber/Futuristic Tank,Yes,No
,Beast Wars II,C,1998,Japan,Ultra,Black Lioconvoy,Black/Grey Lion,Yes,No
,Beast Wars II,C,1998,Japan,Ultra,Diver,Green/Grey Frog,Yes,No
,Beast Wars II,C,1998,Japan,Ultra,Flash Lioconvoy,Metalic Gold/White Lion,Yes,No
,Beast Wars II,D,1998,Japan,Ultra,Galvatron,Purple/Black/Bronze Dragon/Drill Tank,No,No
,Beast Wars II,D,1998,Japan,Ultra,Galvatron (Gold),Gold Dragon/Drill Tank,Yes,No
,Beast Wars II,D,1998,Japan,Ultra,Galvatron (Silver),Silver Dragon/Drill Tank,Yes,No
,Beast Wars II,D,1998,Japan,Ultra,Galvatron (Yellow),Yellow Dragon/Drill Tank,Yes,No
,Beast Wars II,C,1998,Japan,Ultra,Galvatron Lio Convoy,Purple/Black Lion,Yes,No
,Beast Wars II,D,1998,Japan,Ultra,Gigastorm,Green/Dark Grey City/Tyrannosaurus Rex,Yes,Yes
,Beast Wars II,C,1998,Japan,Ultra,Ikard,White/Blue Squid,Yes,No
,Beast Wars II,C,1998,Japan,Ultra,Lioconvoy,Gold/White Lion,No,No
,Beast Wars II,C,1998,Japan,Ultra,Lioconvoy (Black/Red),Black/Red Lion,Yes,No
,Beast Wars II,C,1998,Japan,Ultra,Lioconvoy (Gold),Gold Lion,Yes,No
,Beast Wars II,D,1998,Japan,Ultra,Megastorm,Green/Purple Tank,Yes,Yes
,Beast Wars Metals,P,1999,Japan,Basic Fuzor,Quickstrike,Brown/Orange/Yellow Scorpion/Cobra,Yes,No
,Beast Wars Metals,P,1999,Japan,Blentrons,Drancron,Red Dragonfly/Lizard,Yes,No
,Beast Wars Metals,P,1999,Japan,Blentrons,Elphaorpha,Aqua Elephant/Killer Whale,Yes,No
,Beast Wars Metals,P,1999,Japan,Blentrons,Rartorarta,Yellow/Black/Brown Hornet/Lion Fish,Yes,No
,Beast Wars Metals,C,1999,Japan,Deluxe Fuzor,Silverbolt,Grey/Copper Wolf/Falcon,Yes,No
,Beast Wars Metals,C,1999,Japan,Deluxe Transmetal,Airazor,White/Silver/Yellow Falcon,Yes,No
,Beast Wars Metals,C,1999,Japan,Deluxe Transmetal,Cheetus,Bronze/Chrome Cheetah,Yes,No
,Beast Wars Metals,D,1999,Japan,Deluxe Transmetal,Jaguar,Black/Cream Jaguar,Yes,Yes
,Beast Wars Metals,C,1999,Japan,Deluxe Transmetal,Rattle,Chrome Red/Brown/Grey Rat,Yes,No
,Beast Wars Metals,C,1999,Japan,Deluxe Transmetal,Rattle (Orange),Chrome Orange/White/Grey Rat,Yes,No
,Beast Wars Metals,C,1999,Japan,Deluxe Transmetal,Rhinox,Chrome Blue/Grey Rhinoceros,Yes,No
,Beast Wars Metals,P,1999,Japan,Deluxe Transmetal,Taransu,Purple/Green/Gold/Silver Spider,Yes,No
,Beast Wars Metals,P,1999,Japan,Deluxe Transmetal,Terrorzaurer,Purple/Blue Pterodactyl,Yes,No
,Beast Wars Metals,P,1999,Japan,Deluxe Transmetal,Waspeetor,Red/Yellow/Black Wasp,Yes,No
,Beast Wars Metals,C,1999,Japan,Deluxe Transmetal 2,Cheetus 2,,Yes,No
,Beast Wars Metals,P,1999,Japan,Deluxe Transmetal 2,Dinobot,,Yes,No
,Beast Wars Metals,C,1999,Japan,Mega Transmetal,Convoy,Bronze/Chrome/Blue Gorilla,Yes,No
,Beast Wars Metals,C,1999,Japan,Mega Transmetal,Convoy (Gold),,Yes,No
,Beast Wars Metals,C,1999,Japan,Mega Transmetal,Convoy (Video),,Yes,No
,Beast Wars Metals,P,1999,Japan,Mega Transmetal,Inferno,,Yes,No
,Beast Wars Metals,P,1999,Japan,Mega Transmetal,Megatron,Purple/Chrome/Bronze Tyrannosaurus Rex,Yes,No
,Beast Wars Metals,P,1999,Japan,Mega Transmetal,Megatron (Silver),,Yes,No
,Beast Wars Metals,C,1999,Japan,Mega Transmetal 2,Black Widow,,Yes,No
,Beast Wars Metals,C,1999,Japan,Ultra Transmetal,Depth Charge,White/Orange/Olive/Black Manta Ray,Yes,No
,Beast Wars Metals,C,1999,Japan,Ultra Transmetal,Powered Convoy,,Yes,No
,Beast Wars Metals,P,1999,Japan,Ultra Transmetal,Rampage,Orange/Red/Blue/Grey Killer Crab,Yes,No
,Beast Wars Metals,P,1999,Japan,Ultra Transmetal 2,Dragon Megatron,,Yes,Yes
,Beast Wars Metals,C,1999,Japan,Ultra Transmetal 2,Tigerfalcon,,Yes,No
,Beast Wars Neo,C,1999,Japan,Basic,Break,Black/White/Yellow Penguin,No,No
,Beast Wars Neo,C,1999,Japan,Basic,Bump,Red/Gray Armadillo,Yes,No
,Beast Wars Neo,D,1999,Japan,Basic,Crazybolt,Black/Red/Yellow Frillnecked Lizard,Yes,No
,Beast Wars Neo,D,1999,Japan,Basic,Dead End,Red/White/Purple Ammonite,No,No
,Beast Wars Neo,D,1999,Japan,Basic,Hydrar,Red/Blue Pteranodon,Yes,No
,Beast Wars Neo,C,1999,Japan,Basic,Randy,Tan/Black Boar,Yes,No
,Beast Wars Neo,C,1999,Japan,Basic,Rockbuster,Red/Aqua Crab,Yes,No
,Beast Wars Neo,D,1999,Japan,Basic,Sling,Orange/Black Dimetrodon,No,No
,Beast Wars Neo,C,1999,Japan,Basic,Stampy,White/Violet/Brown Rabbit,No,No
,Beast Wars Neo,P,1999,Japan,Combiner Magmatron,Airsaurus,Red/Orange/Yellow Queztalcoatlus,No,No
,Beast Wars Neo,P,1999,Japan,Combiner Magmatron,Landsaurus,Blue/Silver Gigantosaurus,No,No
,Beast Wars Neo,P,1999,Japan,Combiner Magmatron,Seasaurus,Aqua/Silver Elasmosaur,No,No
,Beast Wars Neo,D,1999,Japan,Deluxe,Archadis,Green/Blue/Purple/Tan Archaeopteryx,No,No
,Beast Wars Neo,D,1999,Japan,Deluxe,Bazooka,Orange/Grey Ankylosaur,No,No
